Artist,Song,PlatinumGoldFlag
Sarah Connor,I'll Kiss It Away,0
Sarah Connor,Just One Last Dance,0
Sarah Connor,Let's Get Back to Bed... Boy,0
Sarah Connor,Living To Love You,0
Sarah Connor,Music Is The Key,0
Sarah Connor,One Nite Stand (Of Wolves And Sheep),0
Sarah Connor,Paradise,0
Sarah Connor,Skin On Skin,0
Sarah Connor,The Best Side Of Life,0
Sarah Connor,The Impossible Dream,0
Sarah Connor,Under My Skin,0
Sarah Engels & Pietro Lombardi,I Miss You,0
Sarah McLachlan,Fallen,0
Sarah McLachlan,Happy Xmas (War is Over),0
Sarah McLachlan,Ordinary Miracle,0
Sarah McLachlan,River,0
Sarah McLachlan,World on Fire,0
Sash!,I Believe,0
Sash!,Together Again,0
Sasha,Coming Home,0
Sasha,Goodbye,0
Savage & Akon,Moonshine,0
Savage Garden,Chained To You,0
Savage Garden,The Best Thing,0
Savages,Shut Up,0
Saving Abel,Addicted,0
Saybia,Angel,0
Schiller,I Miss You,0
Schnappi,"Schnappi, das kleine Krokodil",0
Schnuffel,Kuschel Song,0
Science Department,Breathe,0
Scoobie Do,What's Going On?,0
Scooter & Status Quo,Jump That Rock (Whatever You Want),0
Scooter,Aiii Shot The Dj,0
Scooter,And No Matches,0
Scooter,Apache Rocks The Bottom!,0
Scooter,Behind The Cow,0
Scooter,Hello (Good To Be Back),0
Scooter,I'm Lonely,0
Scooter,J'adore hardcore,0
Scooter,Jigga! Jigga!,0
Scooter,Jumping All Over The World,0
Scooter,Maria (I Like it Loud),0
Scooter,Nessaja,0
Scooter,One (Always Hardcore),0
Scooter,Posse (I Need You On the Floor),0
Scooter,Shake That,0
Scooter,Stripped,0
Scooter,Suavemente,0
Scooter,The Logical Song,0
Scooter,The Night,0
Scooter,The Question Is What Is The Question,0
Scooter,The Weekend,0
Scooter,Ti Sento,0
Scouting For Girls,Heartbeat,0
Seal,A Change is Gonna Come,0
Seal,A Father's Way,0
Seal,Amazing,0
Seal,Get it Together,0
Seal,It's a Man's Man's Man's World,0
Seal,Love's Divine,0
Seal,Secret,0
Seal,Stand By Me,0
Seal,Waiting For You,0
Seal,Walk On By,0
Seamo,Fly Away,0
Sean Kingston & Justin Bieber,Eenie Meenie,0
Sean Kingston,Beat It,0
Sean Kingston,Beautiful Girls,0
Sean Kingston,Dumb Love,0
Sean Kingston,Face Drop,0
Sean Kingston,Fire Burning,0
Sean Kingston,Letting Go (Dutty Love),0
Sean Kingston,Me Love,0
Sean Kingston,Party All Night (Sleep All Day),0
Sean Kingston,Take You There,0
Sean Kingston,There's Nothin,0
Sean Paul & Alexis Jordan,Got 2 Luv U,0
Sean Paul & Ziggy Marley,Three Little Birds,0
Sean Paul,(When You Gonna) give It Up To Me,0
Sean Paul,Ever Blazin',0
Sean Paul,Get Busy,0
Sean Paul,Gimme the Light,0
Sean Paul,I'm Still in Love With You,0
Sean Paul,Like Glue,0
Sean Paul,Never Gonna Be the Same,0
Sean Paul,She Doesn't Mind,0
Sean Paul,So Fine,0
Sean Paul,Temperature,0
Sean Paul,We Be Burnin',0
Secondhand Serenade,Fall For You,0
Seduced,Venus,0
Seether & Amy Lee,Broken,0
Seether,Careless Whisper,0
Sekai no Owari,Hono to Mori no Carnival,0
Sekai no Owari,Snow Magic Fantasy,0
Sekai no Owari,SOS / Present,0
Selena & X Men,Give it Up,0
Selena Gomez & The Scene,Love You Like A Love Song,0
Selena Gomez & The Scene,Magic,0
Selena Gomez & The Scene,Naturally,0
Selena Gomez & The Scene,Round & Round,0
Selena Gomez & The Scene,Who Says,0
Selena Gomez,Come & Get It,0
Selwyn,Rich Girl,0
September,Cry For You,0
Seraphim Suite,Heart,0
Sergio Mendes & The Black Eyed Peas,Mas Que Nada,0
Sexy Zone,Bai Bai Dubai,0
Sexy Zone,Cha Cha Cha,0
Sexy Zone,King & Queen & Joker,0
Sexy Zone,Real Sexy!/Bad Boys,0
Shaggy & Ali G,Me Julie,0
Shaggy & Gary 'Nesta' Pine,Fly High,0
Shaggy & Natasha Watkins,Ultimatum,0
Shaggy & Ricardo 'RikRok' Ducent,It Wasn't Me,0
Shaggy & Trix & Flix,Feel The Rush (Mascots Song),0
Shaggy & Trix & Flix,Like A Superstar,0
Shaggy,Angel,0
Shaggy,Freaky Girl,0
Shaggy,Get My Party On,0
Shaggy,Hey Sexy Lady,0
Shaggy,Hope,0
Shaggy,"Luv Me, Luv Me",0
Shaggy,Strength Of A Woman,0
Shaggy,Those Days,0
Shaggy,Wild 2nite,0
Shake B4 Use & Robert Palmer,Addicted to Love,0
Shakin' Stevens,Trouble/This Ole House,0
Shakira & Dizzee Rascal,Loca,0
Shakira & Freshly Ground,Waka Waka (This Time For Africa),0
Shakira & Pitbull,Rabiosa,0
Shakira & Santana,Can't Remember to Forget You,0
Shakira & Santana,Illegal,0
Shakira & Wyclef Jean,Hips don't lie,0
Shakira,Alejandro,0
Shakira,Did it Again,0
Shakira,Don't Bother,0
Shakira,Empire,0
Shakira,Farewell (Despedida),0
Shakira,Give It Up To Me,0
Shakira,Gypsy,0
Shakira,La Pared,0
Shakira,La Tortura,0
Shakira,Las de la Intuicion,0
Shakira,No,0
Shakira,Objection (Tango),0
Shakira,Ojos Asi,0
Shakira,Pure Intuition,0
Shakira,She Wolf,0
Shakira,"Suerte (Whenever, Wherever)",0
Shakira,Te Dejo Madrid,0
Shakira,The One,0
Shakira,Underneath Your Clothes,0
Shakira,"Whenever, Wherever",0
Shania Twain & Mark McGrath,Party For Two,0
Shania Twain,Don't,0
Shania Twain,Forever & For Always,0
Shania Twain,I'm Gonna Getcha Good!,0
Shania Twain,It Only Hurts When I'm Breathing,0
Shania Twain,Ka-Ching!,0
Shania Twain,She's Not Just a Pretty Face,0
Shania Twain,Thank You Baby (For Makin' Someday Come So Soon),0
Shania Twain,Today Is Your Day,0
Shania Twain,Up!,0
Shania Twain,When You Kiss Me,0
Shannon Noll,Lonely,0
Shannon Noll,Shine,0
Shapeshifters & Chic,Sensitivity,0
Sharam,The One,0
Sharleen Spiteri,Xanadu,0
Shayne Ward,No Promises,0
Shayne Ward,Stand By Me,0
Shaznay Lewis,You,0
Sheena Easton,Can't Take My Eyes Off You,0
Sheryl Crow,Always On Your Side,0
Sheryl Crow,Begin the Beguine,0
Sheryl Crow,Behind Blue Eyes,0
Sheryl Crow,Easy,0
Sheryl Crow,Good Is Good,0
Sheryl Crow,Lean On Me,0
Sheryl Crow,Light In Your Eyes,0
Sheryl Crow,Love Is Free,0
Sheryl Crow,Not Fade Away,0
Sheryl Crow,Real Gone,0
Sheryl Crow,Safe & Sound,0
Sheryl Crow,Soak Up the Sun,0
Sheryl Crow,Steve McQueen,0
Sheryl Crow,The First Cut is the Deepest,0
Sheryl Crow,Try Not to Remember,0
SheSays,Save Me,0
Shinedown,Save Me,0
Shinedown,Second Chance,1
Shirley Bassey,Get the Party Started,0
Shirley Bassey,The Living Tree,0
Shontelle,Impossible,0
Short People,Rock Me Amadeus,0
"Shout For England, Dizzee Rascal & James Corden",Shout,0
Shy FX & T Power,Everyday,0
Sia,Chandelier,0
Sick Puppies,Maybe,0
Sigma,Nobody to Love,0
Simian Mobile Disco,I Believe,0
Simple Minds,Cry,0
Simple Minds,Home,0
Simple Minds,Space Face,0
Simple Plan & Natasha Bedingfield,Jet Lag,0
Simple Plan & Sean Paul,Summer Paradise,0
Simple Plan,Crazy,0
Simple Plan,Perfect,0
Simple Plan,Shut Up,0
Simple Plan,Welcome to My Life,0
Simple Plan,When I'm Gone,0
Simply Red,Fake,0
Simply Red,Home,0
Simply Red,"Oh, What A Girl!",0
Simply Red,Perfect Love,0
Simply Red,So Not Over You,0
Simply Red,Stay,0
Simply Red,Sunrise,0
Simply Red,You Make Me Feel Brand New,0
Sinead O'Connor,Downpressor Man,0
Sinead O'Connor,Lay Your Head Down,0
Sinead O'Connor,Phoenix From the Flames,0
Sinead O'Connor,Vampire,0
Sinik & James Blunt,Je realise,0
Sita,Happy,0
Sita,Hello,0
SKE48,Bukiyo Taiyo,0
SKE48,Coquettish Jutai Chu,0
SKE48,Mae Nomeri,0
Skoop On Somebody,Around the World,0
Skunk Anansie,Because of You,0
Sky Ferreira,One,0
Sly & Robbie,Whole Lotta Love,0
Smap,Mistake!/Battery,0
Smap,Otherside / Ai ga Tomaru Made wa,0
Smap,Shareosu/Hello,0
Smap,Top of the World,0
Smash Mouth,I'm a Believer,0
Smash Mouth,Pacific Coast Party,0
Smash Mouth,Peace Frog,0
Smoke City,Imagine,0
Smolik & Mika,L.mine,0
Smolik & Mika,Who Told You,0
Smooth Ace,The Way We Were,0
Snap & Motivo,The Power (Of Bhangra),0
Snap & Plaything,Do You See the Light (Looking For),0
Snap,Bang! Bang!,0
Snap,Dear Woman,0
Snap,Freebird,0
Snap,In World Just One Flower (single Version),0
Snap,Nai Yai Yai,0
Snap,Rhythm Is A Dancer '08,0
Snap,Rhythm Is A Dancer (2003),0
Snap,To Friend - Say What You Will,0
Snap,Triangle,0
Sneaky Sound System,Kansas City,0
Snoop Dogg & Charlie Wilson & Justin Timberlake,Signs,0
Snoop Dogg & David Guetta,Sweat,0
Snoop Dogg & Pharrell Williams,Drop it Like It's Hot,0
Snoop Dogg & R Kelly,That's That,0
Snoop Dogg & T-pain,Boom,0
Snoop Dogg & Wiz Khalifa & Bruno Mars,Young Wild Free,0
Snoop Dogg,Beautiful,0
Snoop Dogg,Crazy,0
Snoop Dogg,From the Chuuuch to da Palace,0
Snoop Dogg,Gangsta Luv,0
Snoop Dogg,Go Away,0
Snoop Dogg,I Wanna Rock,0
Snoop Dogg,Just A Baby Boy,0
Snoop Dogg,Lay Low,0
Snoop Dogg,Let's Get Blown,0
Snoop Dogg,My medicine,0
Snoop Dogg,Paper'd Up,0
Snoop Dogg,Sensual Seduction,0
Snoop Dogg,Sexual Eruption,0
Snoop Dogg,Snoop Dogg,0
Snoop Dogg,Ups & Downs,0
Snow Patrol,Called Out In The Dark,0
Snow Patrol,Chasing Cars,1
Snow Patrol,Chocolate,0
Snow Patrol,Crack The Shutters,0
Snow Patrol,How To Be Dead,0
Snow Patrol,Just Say Yes,0
Snow Patrol,Open Your Eyes,0
Snow Patrol,Run,0
Snow Patrol,Set The Fire To The Third Bar,0
Snow Patrol,Shut Your Eyes,0
Snow Patrol,Signal Fire,0
Snow Patrol,Spitting Games,0
Snow Patrol,Take Back the City,0
Snow Patrol,This Isn't Everything You Are,0
Snow Patrol,You're All I Have,0
Snow,Legal,0
Soda Club & Hannah Alethea,Take My Breath Away,0
Sodapop,End of the Road,0
Soft Cell,Monoculture,0
Soft Cell,The Night,0
Soil & Pimp Sessions,Crush,0
Solarscape,Alive,0
Solid Base,I Like It,0
Sonique,Alive,0
Sonny O'brien,Call Me,0
Sonny O'brien,Don't Stop,0
Sonny O'brien,Sunshine,0
Sono,Dangerous,0
Sophie Ellis-Bextor,Murder On the Dancefloor,0
Soraya Vivian,When You're Gone,0
Soul Source,Downtown,0
Soul Source,The Real Thing,0
Soulhead,Pray,0
Soulja Boy,Crank That (soulja Boy),0
Soulja Boy,Kiss Me Thru The Phone,0
Sound Bluntz,Billie Jean,0
Southern All Stars,Tokyo Victory,0
"Sowelu, Exile & Doberman Inc",24 Karats,0
Sowelu,Shine,0
Space Monkeyz & Gorillaz,Lil' Dub Chefin',0
Spacecorn,Axel F,0
Spacecowboy,Jump,0
Spandau Ballet,Once More...,0
Sparks,Someday,0
Special D,You,0
Sphere of Influence,Walk This Way,0
Spice Girls,Headlines (Friendship Never Ends),0
Spice Girls,Voodoo,0
Spike,Never Gonna Give You Up,0
Spritney Bears,Ghostbusters,0
Stacie Orrico,Stuck,0
Stacie Orrico,There's Gotta Be More to Life,0
Stafford Brothers & Lil' Wayne & Christina Milian,Hello,0
Staind,Believe,0
Staind,It's Been Awhile,0
Stan Van Samang,Poison,0
Stands,I Need You,0
Star Academy 3,La Bamba,0
Star Academy,Fame,0
Star Search - The Kids,Smile,0
Starboy Nathan,Diamonds,0
Starsailor,Fever,0
Starsplash,Free,0
Status Quo & Corps Of Army Choir,In The Army Now (2010),0
Status Quo,All Stand Up (Never Say Never),0
Status Quo,All That Counts is Love,0
Status Quo,Beginning Of The End,0
Status Quo,It's Christmas Time,0
Status Quo,Jam Side Down,0
Status Quo,The Party Ain't Over Yet,0
Status Quo,Thinking of You,0
Status Quo,You'll Come 'Round,0
Steely Dan,Blues Beach,0
Stella Soleil,Kiss Kiss,0
Steph Pockets,Summertime,0
Stephen Gately,Stay,0
Steps,Chain Reaction,0
Steps,Here & Now,0
Steps,I Know Him So Well,0
Steps,It's the Way You Make Me Feel,0
Steps,One For Sorrow (two for joy) (2001),0
Steps,Stomp,0
Steps,Too Busy Thinking 'bout My Baby,0
Steps,Words Are Not Enough,0
Steps,You'll Be Sorry,0
Steve Angello & Laidback Luke,Show Me Love,0
Steve Brookstein,Against All Odds (Take a Look At Me Now),0
Steve Murano,Passion,0
Steve Winwood,In a Different Light,0
Stevie Nicks,Planets Of The Universe,0
Stevie Nicks,Sorcerer,0
Stevie Wonder,From the Bottom of My Heart,0
Stevie Wonder,Positivity,0
Stevie Wonder,So What the Fuss,0
Sting & Edin Karamazov,Can She Excuse My Wrongs?,0
Sting & Mariza,A Thousand Years,0
Sting & Mary J Blige,Whenever I Say Your Name,0
Sting,Come Again,0
Sting,Fragile (live),0
Sting,My Heart And I,0
Sting,Send Your Love,0
Sting,Stolen Car (take Me Dancing),0
Sting,Until,0
Stone Temple Pilots,Revolution,0
Stromae,Alors on Danse,0
Styles,Good Times,0
Subzonic,Baby,0
Suede,Attitude/Golden Gun,0
Suede,Obsessions,0
Suede,Positivity,0
Sugababes & Girls Aloud,Walk This Way,0
Sugar Ray,When It's Over,0
Sugarcult,A Hard Day's Night,0
Sugarland,Stay,0
Sugarland,Stuck Like Glue,0
Sunblock & Sandy,Baby Baby,0
Sunbrain,Emotion,0
Sunclub,Jump,0
Superbus,Butterfly,0
Superbus,Lola,0
Supermode,Tell Me Why,0
Surferosa,Saturday Night,0
Suzanne Vega,Frank & Ava,0
Suzanne Vega,Last Year's Troubles,0
Swedish House Mafia & John Martin,Don't You Worry Child,0
Sweet Generation,1/2/2003,0
Sweet Robots Against The Machine,Free,0
Swing Out Sister,Love Won't Let You Down,0
Swing Out Sister,Through The Sky,0
Switchfoot,Stars,0
Sylver,Never Ever,0
Sylver,Why?,0
Syntax,Pray,0
System & Kerri B,If You Leave Me Now,0
T&F & Moltosugo & Rondo Veneziano & Ce Ce Rogers,Stay,0
T-Bone Burnett & Elvis Costello,Scarlet Tide,0
T-Pain & Lil' Wayne,Can't Believe It,0
T-Pain & Ne-Yo,Turn All The Lights On,0
T-Pain & Wiz Khalifa & Lily Allen,5 O'Clock,0
T-Pain,Buy U A Drank (shawty Snappin'),0
T-Pain,I'm Sprung,0
T-Pain,Mr Bartender,0
t.A.T.u.,All About Us,0
t.A.T.u.,All the Things She Said,0
t.A.T.u.,Dangerous & Moving,0
t.A.T.u.,Friend Or Foe,0
t.A.T.u.,Gomenasai,0
t.A.T.u.,How Soon is Now?,0
t.A.T.u.,Loves Me Not,0
t.A.T.u.,Nas Ne Dagoniat,0
t.A.T.u.,"Ne Ver, Ne Boisia",0
t.A.T.u.,Not Gonna Get Us,0
t.A.T.u.,Polchasa,0
t.A.T.u.,Show Me Love,0
t.A.T.u.,Zachem Ya,0
T.I. & Justin Timberlake,Dead & Gone,0
T.I. & Rihanna,Live Your Life,0
T.I.,24's,0
T.I.,ASAP,0
T.I.,Ball,0
T.I.,Big Things Poppin' (Do It),0
T.I.,Bring 'em Out,0
T.I.,Get Back Up,0
T.I.,Go Get It,0
T.I.,Got Your Back,0
T.I.,Hell Of A Life,0
T.I.,I'm Back,0
T.I.,I'm Flexin',0
T.I.,Let's Get Away,0
T.I.,Love This Life,0
T.I.,No Matter What,0
T.I.,No Mediocre,0
T.I.,Ready For Whatever,0
T.I.,Remember Me,0
T.I.,Rubber Band Man,0
T.I.,Swing Ya Rag,0
T.I.,That's All She Wrote,0
T.I.,Top Back,0
T.I.,U Don't Know Me,0
T.I.,We Don't Get Down Like Y'all,0
T.I.,"What Up, What's Haapnin'",0
T.I.,What You Know,0
T.I.,Whatever You Like,0
T.I.,Why You Wanna,0
T.I.,Wit Me,0
T.I.,Yeah Ya Know (Takers),0
T.I.,You Know What It Is,0
Tackey & Tsubasa,Venus,0
Tahiti 80,Changes,0
Taio Cruz & Flo-Rida,Hangover,0
Taio Cruz & Ke$ha,Dirty Picture,0
Taio Cruz & Kylie Minogue & Travie McCoy,Higher,0
Taio Cruz & Ludacris,Break Your Heart,0
Taio Cruz & Pitbull,There She Goes,0
Taio Cruz,Dynamite,0
Take That,A Beautiful Morning,0
Take That,Greatest Day,0
Take That,Happy Now?,0
Take That,I'd Wait For Life,0
Take That,Kidz,0
Take That,Love Love,0
Take That,Patience,0
Take That,Rule The World,0
Take That,Said It All,0
Take That,Shine,0
Take That,SOS,0
Take That,The Flood,0
Take That,The Garden,0
Take That,Up All Night,0
Take That,When We Were Young,0
Taken By Trees,Sweet Child O' Mine,0
Talib Kweli & Mary J Blige,I Try,0
Tall Paul & INXS,Precious Heart - Tall Paul/Riva/Lush/Marc O'Tool Mixes,0
Tamia,More,0
Tanel Padar & Dave Benton,Everybody,0
Tank,Please Don't Go,0
Tarot,You,0
Tatana & Onita Boone,Free,0
Tatana,Always On My Mind,0
Taylor Swift & Ed Sheeran,Everything Has Changed,0
Taylor Swift & Kendrick Lamar,Bad Blood,0
Taylor Swift,22,0
Taylor Swift,All Too Well,0
Taylor Swift,Back To December,0
Taylor Swift,Begin Again,0
Taylor Swift,Better Than Revenge,0
Taylor Swift,Blank Space,0
Taylor Swift,Breathe,0
Taylor Swift,Breathless,0
Taylor Swift,Change,0
Taylor Swift,Come In With The Rain,0
Taylor Swift,Crazier,0
Taylor Swift,Dear John,0
Taylor Swift,Enchanted,0
Taylor Swift,Eyes Open,0
Taylor Swift,Fearless,0
Taylor Swift,Fifteen,0
Taylor Swift,Forever & Always,0
Taylor Swift,Forever & For Always,0
Taylor Swift,Haunted,0
Taylor Swift,Hey Stephen,0
Taylor Swift,I Almost Do,0
Taylor Swift,I Knew You Were Trouble,0
Taylor Swift,I'm Only Me When I'm With You,0
Taylor Swift,If This Was A Movie,0
Taylor Swift,Innocent,0
Taylor Swift,Jump Then Fall,0
Taylor Swift,Last Kiss,0
Taylor Swift,Long Live,0
Taylor Swift,Love Story,0
Taylor Swift,Mean,0
Taylor Swift,Mine,0
Taylor Swift,Never Grow Up,0
Taylor Swift,Our Song,0
Taylor Swift,Ours,0
Taylor Swift,Picture To Burn,0
Taylor Swift,Red,0
Taylor Swift,Ronan,0
Taylor Swift,Safe & Sound,0
Taylor Swift,Shake it Off,0
Taylor Swift,Should've Said No,0
Taylor Swift,Sparks Fly,0
Taylor Swift,Speak Now,0
Taylor Swift,State of Grace,0
Taylor Swift,Stay Stay Stay,0
Taylor Swift,Story of Us,0
Taylor Swift,Superman,0
Taylor Swift,Superstar,0
Taylor Swift,Sweeter Than Fiction,0
Taylor Swift,Teardrops On My Guitar,0
Taylor Swift,The Moment I Knew,0
Taylor Swift,The Other Side Of The Door,0
Taylor Swift,The Way I Loved You,0
Taylor Swift,Tim McGraw,0
Taylor Swift,Today Was A Fairytale,0
Taylor Swift,Untouchable,0
Taylor Swift,We Are Never Ever Getting Back Together,0
Taylor Swift,White Horse,0
Taylor Swift,You Belong With Me,0
Taylor Swift,You're Not Sorry,0
Tazenda & Eros Ramazzotti,Domo mia,0
Team Dec,Wake Me Up Before You Go Go,0
Tears For Fears,Closest Thing to Heaven,0
Tegan & Sara,Closer,0
Telepopmusik,Breathe,0
Terence Trent D'Arby,O Divina,0
Terence Trent D'Arby,Sayin' About You,0
Teriyaki Boyz,Heartbreaker,0
Terranova,The Real Thing,0
Terror Squad,Lean Back,0
Terry McDermott,I Want to Know What Love Is,0
Terry McDermott,Let it Be,0
Tessanne Chin,Bridge Over Troubled Water,0
Texas & Kardinal Offishall,Carnival Girl,0
Texas,Can't Resist,0
Texas,Getaway,0
Texas,Guitar Song,0
Texas,I Don't Want A Lover (2001),0
Texas,I'll See It Through,0
Texas,Inner Smile,0
Texas,Sleep,0
Texas,What About Us,0
Thalia,I Want You,0
The Ataris,The Boys of Summer,0
The Backstreet Boys,Drowning,0
The Backstreet Boys,Helpless when she smiles,0
The Backstreet Boys,I Still...,0
The Backstreet Boys,Incomplete,0
The Backstreet Boys,Inconsolable,0
The Backstreet Boys,Just Want You to Know,0
The Backstreet Boys,More Than That,0
The Backstreet Boys,Straight Through My Heart,0
The Backstreet Boys,The Call,0
The Bad Plus,Smells Like Teen Spirit,0
The Band Perry,If I Die Young,0
The Bangles,Something That You Said,0
The Baseballs,Hot 'n' cold,0
The Baseballs,Umbrella,0
The Beach Boys,Cabin Essence,0
The Beach Boys,California Feelin',0
The Beach Boys,How Could We Still Be Dancin',0
The Beach Boys,Wonderful,0
The Beastie Boys,An Open Letter to NYC,0
The Beastie Boys,Ch-Check it Out,0
The Beastie Boys,Electric Worm,0
The Beastie Boys,Make Some Noise,0
The Beastie Boys,Too Many Rappers,0
The Beastie Boys,Triple Trouble,0
The Bird & The Bee,How Deep is Your Love?,0
The Black Eyed Peas & Jack Johnson,Gone Going,0
The Black Eyed Peas & James Brown,They Don't Want Music,0
The Black Eyed Peas & Macy Gray,Request Line,0
The Black Eyed Peas & Sting,Union,0
The Black Eyed Peas,Alive,0
The Black Eyed Peas,Boom Boom Pow,0
The Black Eyed Peas,Don't Lie,0
The Black Eyed Peas,Don't Phunk With My Heart,0
The Black Eyed Peas,Don't Stop The Party,0
The Black Eyed Peas,Feel It,0
The Black Eyed Peas,Hey Mama,0
The Black Eyed Peas,I Gotta Feeling,0
The Black Eyed Peas,Imma be,0
The Black Eyed Peas,Just Can't Get Enough,0
The Black Eyed Peas,Let's Get it Started,0
The Black Eyed Peas,Meet Me Half Way,0
The Black Eyed Peas,My Humps,0
The Black Eyed Peas,Power to the People,0
The Black Eyed Peas,Pump It,0
The Black Eyed Peas,Rock That Body,0
The Black Eyed Peas,Shut Up,0
The Black Eyed Peas,The Time (Dirty Bit),0
The Black Eyed Peas,Weekends,0
The Black Eyed Peas,Where is the Love?,0
The Black Keys,Fever,0
The Black Keys,Lonely Boy,0
The Brilliant Green,Stand By Me,0
The Caesars,Jerk it Out,0
The Calling,Wherever You Will Go,0
The Cardigans,Don't Blame Your Daughter (Diamonds),0
The Cardigans,For What It's Worth,0
The Cardigans,"I Need Some Fine Wine & You, You Need To Be Nicer",0
The Cardigans,Live & Learn,0
The Cardigans,You're the Storm,0
The Carpenters,Rainbow Connection,0
The Chainsmokers,SELFIE,0
The Chemical Brothers & Flaming Lips,The Golden Path,0
The Chemical Brothers,Believe,0
The Chemical Brothers,Come With Us,0
The Chemical Brothers,Do it Again,0
The Chemical Brothers,Galaxy Bounce,0
The Chemical Brothers,Galvanize,0
The Chemical Brothers,Get Yourself High,0
The Chemical Brothers,It Began in Afrika,0
The Chemical Brothers,Midnight Madness,0
The Chemical Brothers,Saturate,0
The Chemical Brothers,Star Guitar,0
The Chemical Brothers,Swoon,0
The Chemical Brothers,The Boxer,0
The Chemical Brothers,The Salmon Dance,0
The Chemical Brothers,The Test,0
The Churned,Forever,0
The Concretes,You Can't Hurry Love,0
The Cooldown Cafe,The Lion Sleeps Tonight,0
The Corrs,Angel,0
The Corrs,Give Me a Reason,0
The Corrs,Heart Like a Wheel,0
The Corrs,Long Night,0
The Corrs,Old Town,0
The Corrs,Summer Sunshine,0
The Corrs,When The Stars Go Blue,0
The Corrs,Would You Be Happier?,0
The Cranberries,Analyse,0
The Cranberries,Stars,0
The Cranberries,This is the Day,0
The Cranberries,Time Is Tickin' Away,0
The Cure,Cut Here,0
The Cure,Freakshow,0
The Cure,I'll Sleep When I'm Dead,0
The Cure,Just Say Yes,0
The Cure,Perfect Day,0
The Cure,Taking Off,0
The Cure,The End of the World,0
The Cure,The Only One,0
The Cure,The Perfect Boy,0
The Darkness,Christmas Time (Don't Let the Bells End),0
The Darkness,Girlfriend,0
The Darkness,I Believe in a Thing Called Love,0
The Dixie Chicks,Landslide,0
The Dixie Chicks,Long Time Gone,0
The Dixie Chicks,Not Ready To Make Nice,0
The Dixie Chicks,Some Days You Gotta Dance,0
The Dixie Chicks,The Neighbor,0
The Dixie Chicks,Travelin' Soldier,0
The Eurythmics,I've Got a Life,0
The Faders,Jump,0
The Feeling,Without You,0
The Foo Fighters,All My Life,0
The Foo Fighters,Arlandria,0
The Foo Fighters,Best of You,0
The Foo Fighters,Cold Day in the Sun,0
The Foo Fighters,DOA,0
The Foo Fighters,Have It All,0
The Foo Fighters,I Feel Free,0
The Foo Fighters,Long Road To Ruin,0
The Foo Fighters,Low,0
The Foo Fighters,No Way Back,0
The Foo Fighters,Pretender,0
The Foo Fighters,Resolve,0
The Foo Fighters,Rope,0
The Foo Fighters,Skin & Bone,0
The Foo Fighters,Times Like These,0
The Foo Fighters,Virginia Moon,0
The Foo Fighters,Walk,0
The Foo Fighters,Wheels,0
The Foo Fighters,Win Or Lose,0
The Fray,Absolute,0
The Fray,Happy Xmas (War is Over),0
The Fray,Heartbeat,0
The Fray,Heartless,0
The Fray,How to Save a Life,0
The Fray,Look After You,0
The Fray,Love Don't Die,0
The Fray,Never Say Never,0
The Fray,Over My Head (Cable Car),0
The Fray,You Found Me,0
The Fugees,Take it Easy,0
The Game & 50 Cent,Hate it Or Love It,0
The Game & 50 Cent,How We Do,0
The Game & Chris Brown,Pot Of Gold,0
The Game & Lil' Wayne,My Life,0
The Game,Dreams,0
The Get Up Kids,Wish You Were Here,0
The Goo Goo Dolls,Before It's Too Late,0
The Goo Goo Dolls,Better Days,0
The Goo Goo Dolls,Big Machine,0
The Goo Goo Dolls,Give a Little Bit,0
The Goo Goo Dolls,Here Is Gone,0
The Goo Goo Dolls,Home,0
The Goo Goo Dolls,Real,0
The Goo Goo Dolls,Stay With You,0
The Hives & Cyndi Lauper,A Christmas Duel,0
The Human League,All I Ever Wanted,0
The Isley Brothers,Contagious,0
The Isley Brothers,Just Came Here To Chill,0
The Isley Brothers,What Would You Do?,0
The Jam,In The City (2002),0
The Jungle Brothers,Candy,0
The Kaiser Chiefs,Ruby,0
The Killers & Elton John,"Joseph, Better You Than Me",0
The Killers,A Great Big Sled,0
The Killers,All These Things That I've Done,0
The Killers,"Been There, Done That",0
The Killers,Bones,0
The Killers,Boots,0
The Killers,Don't Shoot Me Santa,0
The Killers,For Reasons Unknown,0
The Killers,Human,0
The Killers,Mr Brightside,0
The Killers,Read My Mind,0
The Killers,Romeo & Juliet,0
The Killers,Runaways,0
The Killers,Shadowplay,0
The Killers,Smile Like You Mean It,0
The Killers,Somebody Told Me,1
The Killers,Spaceman,0
The Killers,This Is The World We Live In,0
The Killers,Tranquilize,0
The Killers,When You Were Young,0
The Kinks,You Really Got Me (2004),0
The Lambrettas,Creep,0
The Last Goodnight,Pictures of You,0
The Lighthouse Family,Free,0
The Lighthouse Family,Happy,0
The Lumineers,Ho Hey,0
The Madden Brothers,WE ARE DONE,0
The Manic Street Preachers,(It's Not War) Just The End Of Love,0
The Manic Street Preachers,Autumnsong,0
The Manic Street Preachers,Door To The River,0
The Manic Street Preachers,Empty Souls,0
The Manic Street Preachers,Found That Soul,0
The Manic Street Preachers,Indian Summer,0
The Manic Street Preachers,Let Robeson Sing,0
The Manic Street Preachers,Ocean Spray,0
The Manic Street Preachers,Postcards From A Young Man,0
The Manic Street Preachers,So Why So Sad,0
The Manic Street Preachers,Some Kind Of Nothingness,0
The Manic Street Preachers,The Love of Richard Nixon,0
